"Daily Invoicing Report",3/12/10,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,
,,,,,,,,
,,,,,,,,
"Posting Date: 07/01/09..02/28/10, Location Code: MAIN",,,,,,,,
"Invoice Number","Invoice Date","Bill-to Agency No.","Name","Agency County","Shipment Method Code","Shipping Agent Code","Gross Weight","Amount Including Tax"
"D09-03351-1",10/13/09,954,"Life Community Services","DURHAM","I-SHP","PKUP",664,18
"R09-06980-1",10/13/09,786,"New Life Community Church","WAKE","I-SHP","PKUP",697,55.2
"D09-03344-1",10/13/09,1529,"New Opportunities Second","DURHAM","I-SHP","PKUP",699,53.34
"R09-06925-1",10/13/09,108,"Salvation Army-Henderson","VANCE","I-DLS","FBNC",714,213.59
"G09-02382-1",10/13/09,438,"Victory Deliverance Ctr","PITT","I-SHP","PKUP",742,133.56
"R09-06982-1",10/13/09,659,"Triangle Vineyard Christian","WAKE","I-SHP","PKUP",769,50.3
"W09-01520-1",10/13/09,"WL405","Step Up for Soldiers","NEWHANOVER","I-SHP","PKUP",806,99.44
"R09-06978-1",10/13/09,1617,"Benson Area Ministerial","JOHNSTON","I-SHP","PKUP",822,29.48
"D09-03334-1",10/13/09,791,"Victorious Praise Fellowship","DURHAM","I-SHP","PKUP",892,282.65
"D09-03332-1",10/13/09,1430,"Henderson Towers Resident","DURHAM","I-SHP","PKUP",924,45.36
"R09-06976-1",10/13/09,719,"Chatham County Group Homes 3","CHATHAM","I-SHP","PKUP",959,59.41
"R09-06971-1",10/13/09,26,"Davie St Presbyterian","WAKE","I-SHP","PKUP",968,100.81
"S09-02419-1",10/13/09,1459,"Johnsonville AME Zion","HARNETT","I-TEFB","PKUP",971,0
"G09-02378-1",10/13/09,1644,"KC - The Mighty Tau, Inc.","CRAVEN","I-DEL","BRN",980,1458.9
"D09-03337-1",10/13/09,708,"First Baptist Church","GRANVILLE","I-SHP","PKUP",1000,188.4
"S09-02438-1",10/13/09,1537,"Spring Hill Baptist","SCOTLAND","I-SHP","PKUP",1000,0
"D09-03349-1",10/13/09,935,"William Hawkins Yth Ministries","VANCE","I-SHP","PKUP",1014,0
"D09-03346-1",10/13/09,1213,"Evergreen United Methodist","CHATHAM","I-SHP","PKUP",1036,252.92
"G09-02387-1",10/13/09,395,"Brown's New Approach To Living","PITT","I-SHP","PKUP",1041,187.38
"R09-06913-1",10/13/09,811,"Agape Christian Center, INC","WAKE","I-TEFR","FBNC",1091,0
"G09-02386-1",10/13/09,1198,"St. Peter Catholic Church","PITT","I-SHP","PKUP",1144,176.94
"S09-02434-1",10/13/09,1235,"Greater diggs","RICHMOND","I-SHP","PKUP",1149,4.4
"S09-02423-1",10/13/09,134,"Page United Methodist Church","MOORE","I-SHP","PKUP",1155,161.1
"R09-06981-1",10/13/09,1058,"Mission Raleigh of Mt. Vernon","WAKE","I-SHP","PKUP",1203,123.54
"G09-02388-1",10/13/09,1308,"Woodville Baptist Church","CARTERET","I-SHP","PKUP",1220,219.6
"W09-01513-1",10/13/09,"WL281","South Brunswick Inter-Church","BRUNSWICK","I-SHP","PKUP",1237,90.18
"S09-02428-1",10/13/09,1158,"Avery Chapel FWB Church","HOKE","I-SHP","PKUP",1252,0
"G09-02392-1",10/13/09,1592,"Mt. Carmel, Inc. HELPS","ONSLOW","I-SHP","PKUP",1258,226.44
"D09-03350-1",10/13/09,1658,"West Durham Baptist Church","DURHAM","I-SHP","PKUP",1350,28.24
"R09-06979-1",10/13/09,659,"Triangle Vineyard Christian","WAKE","I-TEFR","PKUP",1438,0
"W09-01514-1",10/13/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",1453,0
"D09-03355-1",10/13/09,1674,"Asbury Temple United Methodist","DURHAM","I-SHP","PKUP",1479,232.58
"R09-06963-1",10/13/09,1586,"Baker Family Ministry","NASH","I-SHP","PKUP",1573,49.68
"D09-03356-1",10/13/09,1512,"Zion Christian Center","PERSON","I-SHP","PKUP",1671,165.9
"R09-06973-1",10/13/09,1617,"Benson Area Ministerial","JOHNSTON","I-TEFR","PKUP",1677,0
"R09-06904-1",10/13/09,309,"Wallace Church of God","DUPLIN","I-TEFR","FBNC",1756,0
"R09-06970-1",10/13/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-SHP","PKUP",1807,104.26
"R09-06914-1",10/13/09,1050,"Brookston Baptist Church","VANCE","I-TEFR","FBNC",1827,0
"R09-06964-1",10/13/09,99,"Raleigh Rescue Mission","WAKE","I-SHP","PKUP",1898,65.58
"S09-02425-1",10/13/09,1158,"Avery Chapel FWB Church","HOKE","I-SHP","PKUP",1951,121.14
"S09-02437-1",10/13/09,1459,"Johnsonville AME Zion","HARNETT","I-SHP","PKUP",2237,84.96
"S09-02440-1",10/13/09,1335,"Laurinburg Hope In Christ","SCOTLAND","I-SHP","PKUP",2409,29.52
"D09-03354-1",10/13/09,1601,"On Fire for God","DURHAM","I-SHP","PKUP",2428,95.08
"R09-06946-1",10/13/09,990,"The Healing Place Wake County","WAKE","I-SHP","PKUP",2710,176.2
"S09-02429-1",10/13/09,1593,"Gibson United Methodist","SCOTLAND","I-SHP","PKUP",2740,278.02
"D09-03345-1",10/13/09,1115,"Abundant Life Church/","ORANGE","I-SHP","PKUP",3168,7.38
"R09-06915-1",10/13/09,165,"Shiloh Baptist Church","VANCE","I-TEFR","FBNC",3218,0
"G09-02389-1",10/13/09,1592,"Mt. Carmel, Inc. HELPS","ONSLOW","I-SHP","PKUP",3408,510.12
"R09-06968-1",10/13/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",3646,107.84
"R09-06967-1",10/13/09,1657,"Rock Ministry Inc.","SAMPSON","I-SHP","PKUP",4209,148.1
"R09-06916-1",10/13/09,765,"Mt. Zion Christian Church/","VANCE","I-TEFR","FBNC",4235,0
"R09-06972-1",10/13/09,132,"Upper Room Church of God","WAKE","I-TEFR","PKUP",4294,0
"D09-03352-1",10/13/09,1645,"Durham Spanish SDA Church","DURHAM","I-DEL","BRN",4370,0
"D09-03343-1",10/13/09,38,"Area Congregations in Ministry","GRANVILLE","I-DEL","BRN",4443,2632.22
"S09-02443-1",10/13/09,1302,"First United Methodist Church","RICHMOND","I-TEFB","BRN",5199,0
"G09-02383-1",10/13/09,789,"Koinonia Christian Center","PITT","I-MFP","MFP",5287,0
"G09-02377-1",10/13/09,908,"Abundant Life Miracle Center","CRAVEN","I-MFP","MFP",6039,0
"R09-06966-1",10/13/09,1540,"Blessing of Giving","WAYNE","I-DLS","FBNC",6521,0
"W09-01511-1",10/13/09,"WL338","Burgaw PFWB","PENDER","I-PKUP","PKUP",7057,60.66
"R09-06951-1",10/13/09,720,"Recruiters for Christ Church","HARNETT","I-SHP","PKUP",7079,181.26
"R09-06950-1",10/13/09,137,"Tri-Area Ministry","WAKE","I-TEFR","PKUP",10149,0
"W09-01506-1",10/13/09,"WL114","Mother Hubbard's Cupboard","NEWHANOVER","I-TEFB","PKUP",11866,0
"D09-03348-1",10/13/09,838,"Word of Life Christian Center","PERSON","I-PKUP","PKUP",11890,0
"W09-01516-1",10/13/09,"WL374","Harvest Table","COLUMBUS","I-SHP","PKUP",14809,314.28
"R09-07503-1",10/14/09,387,"First Assembly of God Church","WAYNE","I-TEFR","FBNC",12,0
"S09-02276-1",10/14/09,161,"Bethesda, Inc.","MOORE","I-SHP","PKUP",13,2.34
"S09-02212-1",10/14/09,1154,"Moore Buddies","MOORE","I-SHP","PKUP",42,5.4
"D09-03370-1",10/14/09,669,"CAARE, Inc.","DURHAM","I-SHP","PKUP",52,0
"S09-02452-1",10/14/09,794,"Southside Baptist Church","MOORE","I-SHP","PKUP",56,2.34
"D09-03375-1",10/14/09,1295,"South Eastern Effort Developin","DURHAM","I-SHP","PKUP",59,9.72
"R09-06958-1",10/14/09,1294,"Rebuilding Broken Places","WAYNE","I-DLS","FBNC",60,10.8
"G09-02403-1",10/14/09,268,"PICASO/Pitt County AIDS","PITT","I-SHP","PKUP",67,9.36
"D09-03363-1",10/14/09,954,"Life Community Services","DURHAM","I-SHP","PKUP",74,13.32
"W09-01532-1",10/14/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",87,0
"R09-06959-1",10/14/09,441,"Kennedy Baptist Children's","LENOIR","I-DLS","FBNC",89,22.31
"G09-02398-1",10/14/09,1349,"Pentecostal Temple","PITT","I-SHP","PKUP",96,17.28
"R09-06960-1",10/14/09,1531,"KC - Rebuilding Broken Places","WAYNE","I-DLS","FBNC",116,12.96
"S09-02454-1",10/14/09,1254,"Church of God of Prophecy --","RICHMOND","I-SHP","PKUP",126,16.92
"S09-02251-1",10/14/09,1094,"Mental Health Association -","LEE","I-SHP","PKUP",128,8.1
"R09-07001-1",10/14/09,1422,"Ministerio Bethel, Inc","LEE","I-SHP","PKUP",148,0
"D09-03371-1",10/14/09,271,"Christian Faith Center","GRANVILLE","I-SHP","PKUP",161,28.98
"G09-02409-1",10/14/09,1297,"Lebonon United Methodist Churc","GREENE","I-SHP","PKUP",164,29.52
"R09-06954-1",10/14/09,348,"House of Fordham","WAYNE","I-SHP","PKUP",200,1.08
"D09-03374-1",10/14/09,38,"Area Congregations in Ministry","GRANVILLE","I-SHP","PKUP",218,28.37
"R09-06955-1",10/14/09,1261,"Help and Hope Ministries","WAYNE","I-SHP","PKUP",220,14.04
"G09-02397-1",10/14/09,1634,"New Mt. Moriah United","PITT","I-SHP","PKUP",237,2.16
"S09-02453-1",10/14/09,482,"Liberty Christian Church","MOORE","I-SHP","PKUP",247,44.46
"R09-06961-1",10/14/09,1531,"KC - Rebuilding Broken Places","WAYNE","I-DLS","FBNC",252,235.3
"R09-06953-1",10/14/09,1165,"Renu Life","WAYNE","I-SHP","PKUP",254,34.28
"S09-02449-1",10/14/09,1532,"Helping Hands of Hamlet","RICHMOND","I-SHP","PKUP",260,16.2
"G09-02401-1",10/14/09,1520,"Faith Tabernacle of Praise","CARTERET","I-SHP","PKUP",269,38.44
"D09-03359-1",10/14/09,589,"Housing for New Hope","DURHAM","I-SHP","PKUP",285,34.92
"G09-02406-1",10/14/09,388,"Snow Hill Group Home/","GREENE","I-SHP","PKUP",293,45.94
"D09-03377-1",10/14/09,1286,"Five Oaks Seventh Day Advntist","DURHAM","I-SHP","PKUP",293,31.32
"S09-02275-1",10/14/09,1251,"KC - Boys & Girls Club of","MOORE","I-SHP","PKUP",294,160.69
"R09-06991-1",10/14/09,630,"Resources For Seniors","WAKE","I-SHP","PKUP",316,34.02
"W09-01526-1",10/14/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",323,0
"R09-07008-1",10/14/09,419,"New Jerusalem Pentecostal","EDGECOMBE","I-SHP","PKUP",359,10.8
"R09-06956-1",10/14/09,245,"Salvation Army-Goldsboro","WAYNE","I-SHP","PKUP",374,13.68
"R09-07000-1",10/14/09,1422,"Ministerio Bethel, Inc","LEE","I-SHP","PKUP",396,21.96
"R09-06947-1",10/14/09,1029,"Dillard Academy","WAYNE","I-SHP","PKUP",418,114.59
"W09-01529-1",10/14/09,"WL114","Mother Hubbard's Cupboard","NEWHANOVER","I-PKUP","PKUP",426,25.92
"R09-07017-1",10/14/09,533,"Faith Baptist Church/","FRANKLIN","I-SHP","PKUP",444,227.02
"W09-01522-1",10/14/09,"WL196","Helping Hands/St Stanislaus Ch","NEWHANOVER","I-SHP","PKUP",458,49.98
"R09-07501-1",10/14/09,240,"Hillview Christian Assembly","LEE","I-TEFR","FBNC",467,0
"R09-06994-1",10/14/09,559,"Alliance of AIDS Services","WAKE","I-TEFR","PKUP",467,0
"R09-06941-1",10/14/09,932,"Body of Christ Ministry","LEE","I-DEL","FBNC",470,54.99
"D09-03367-1",10/14/09,1350,"House of Joshua Inc.","DURHAM","I-SHP","PKUP",470,64.26
"R09-06945-1",10/14/09,1622,"Bread of Life Ministries","LEE","I-DEL","FBNC",473,107.04
"G09-02402-1",10/14/09,732,"The Anointed Ones Church","PITT","I-SHP","PKUP",476,85.68
"R09-06942-1",10/14/09,712,"New Life Praise Church","LEE","I-DEL","FBNC",492,109.89
"R09-06988-1",10/14/09,112,"Salvation Army-Raleigh","WAKE","I-SHP","PKUP",498,12.6
"G09-02405-1",10/14/09,1490,"Faith Outreach Holy Ministries","JONES","I-SHP","PKUP",516,69.06
"G09-02408-1",10/14/09,1463,"Christ Temple Holiness Church","PITT","I-SHP","PKUP",544,97.92
"W09-01531-1",10/14/09,"WL185","Tileston Outreach","NEWHANOVER","I-SHP","PKUP",555,208.71
"R09-07010-1",10/14/09,545,"Cary Church of God","WAKE","I-SHP","PKUP",570,150.26
"D09-03364-1",10/14/09,1050,"Brookston Baptist Church","VANCE","I-SHP","PKUP",587,79.04
"R09-06944-1",10/14/09,240,"Hillview Christian Assembly","LEE","I-DEL","FBNC",600,132.47
"R09-07011-1",10/14/09,1205,"Chatham County Group Homes","CHATHAM","I-SHP","PKUP",604,65.99
"D09-03365-1",10/14/09,94,"Masonic Home for Children","GRANVILLE","I-SHP","PKUP",606,331.13
"D09-03373-1",10/14/09,35,"Durham Rescue Mission","DURHAM","I-SHP","PKUP",635,109.9
"R09-07009-1",10/14/09,1396,"Milagros y Maravillas de Dios","JOHNSTON","I-SHP","PKUP",664,39.88
"R09-06943-1",10/14/09,1437,"Salvation Army of Lee County","LEE","I-DEL","FBNC",698,232.76
"G09-02396-1",10/14/09,1349,"Pentecostal Temple","PITT","I-SHP","PKUP",709,87.52
"R09-07003-1",10/14/09,697,"Christian Youth Fellowship","LEE","I-TEFR","PKUP",778,0
"R09-06940-1",10/14/09,712,"New Life Praise Church","LEE","I-TEFR","FBNC",778,0
"W09-01524-1",10/14/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",786,0
"D09-03368-1",10/14/09,1055,"HHCD/Fitts-Powell Apts.","DURHAM","I-SHP","PKUP",797,66.6
"G09-02399-1",10/14/09,1284,"Emmanuel Community FWB, Inc.","PITT","I-SHP","PKUP",797,111.24
"R09-07006-1",10/14/09,339,"Harvest House/TCCHC","SAMPSON","I-SHP","PKUP",802,54.22
"G09-02407-1",10/14/09,1577,"Project Anna, Inc.","PITT","I-SHP","PKUP",821,137.86
"D09-03360-1",10/14/09,1290,"Upon This Rock","GRANVILLE","I-SHP","PKUP",823,96.3
"R09-07013-1",10/14/09,1591,"Knightdale Church of God","WAKE","I-SHP","PKUP",824,38.22
"D09-03361-1",10/14/09,934,"Urban Ministries of Durham","DURHAM","I-SHP","PKUP",825,134.86
"W09-01530-1",10/14/09,"WL424","Houston Moore Afterschool","NEWHANOVER","I-SHP","PKUP",827,0
"D09-03358-1",10/14/09,413,"Chatham Out-Reach Alliance","CHATHAM","I-SHP","PKUP",829,349.96
"R09-06989-1",10/14/09,112,"Salvation Army-Raleigh","WAKE","I-TEFR","PKUP",845,0
"R09-06990-1",10/14/09,814,"New Trinity Christian Family","JOHNSTON","I-SHP","PKUP",860,78.84
"D09-03362-1",10/14/09,1514,"Kittrell Shiloh Missionary","VANCE","I-SHP","PKUP",873,103.14
"R09-06993-1",10/14/09,559,"Alliance of AIDS Services","WAKE","I-SHP","PKUP",949,149.68
"R09-06995-1",10/14/09,559,"Alliance of AIDS Services","WAKE","I-SHP","PKUP",985,177.3
"G09-02404-1",10/14/09,504,"River Of Life Christian/","LENOIR","I-SHP","PKUP",1031,185.58
"G09-02395-1",10/14/09,248,"Ayden Christian Care Center","PITT","I-SHP","PKUP",1085,282.22
"S09-02456-1",10/14/09,1210,"Carthage United Methodist Ch.","MOORE","I-SHP","PKUP",1088,118.8
"D09-03366-1",10/14/09,1071,"Fisher Memorial","DURHAM","I-SHP","PKUP",1094,0
"W09-01521-1",10/14/09,"WL101","Bethesda Christian Life Church","NEWHANOVER","I-SHP","PKUP",1176,182
"R09-06986-1",10/14/09,848,"Community Helpers Service","WAKE","I-TEFR","FBNC",1185,0
"W09-01528-1",10/14/09,"WL269","Brunswick Island Baptist","BRUNSWICK","I-SHP","PKUP",1200,0
"S09-02448-1",10/14/09,1089,"Church of God of Prophecy","RICHMOND","I-SHP","PKUP",1287,29.16
"R09-07007-1",10/14/09,419,"New Jerusalem Pentecostal","EDGECOMBE","I-TEFR","PKUP",1320,0
"R09-07018-1",10/14/09,133,"Urban Ministries of Wake","WAKE","I-SHP","PKUP",1631,256.86
"S09-02068-1",10/14/09,1427,"Victory Deliverance Church of","RICHMOND","I-SHP","PKUP",1659,35.28
"D09-03357-1",10/14/09,"DI005","Direct Distr. -- Durham","DURHAM","I-PKUP","DNT",1690,0
"G09-02400-1",10/14/09,1575,"KC - Boys & Girls Club of Nash","NASH","I-SHP","PKUP",1696,1238.25
"R09-07014-1",10/14/09,81,"Longview United Methodist","WAKE","I-SHP","PKUP",1834,88.1
"R09-07012-1",10/14/09,1484,"Potter's House Outreach Center","JOHNSTON","I-SHP","PKUP",1897,278.58
"R09-07002-1",10/14/09,697,"Christian Youth Fellowship","LEE","I-SHP","PKUP",2216,107.46
"D09-03369-1",10/14/09,276,"Chapel Hill Training Outreach-","ORANGE","I-DEL","BRN",2566,0
"W09-01527-1",10/14/09,"WL356","Love of Christ Ministries","BRUNSWICK","I-SHP","PKUP",2694,423
"R09-06992-1",10/14/09,1304,"Deliverance Church","HARNETT","I-SHP","PKUP",2910,47.34
"R09-07005-1",10/14/09,1087,"New Life Deliverance Ministry","JOHNSTON","I-SHP","PKUP",3091,146.88
"D09-03376-1",10/14/09,"DI053","Hurdle Mills","ORANGE","I-DEL","BRN",3204,0
"W09-01523-1",10/14/09,"WL215","Bethany Presbyterian Church","NEWHANOVER","I-SHP","PKUP",3249,208.08
"W09-01525-1",10/14/09,"WL390","Pleasant Grove","BRUNSWICK","I-SHP","PKUP",3362,302.98
"R09-06996-1",10/14/09,1192,"NC Love in Action (LIA)","WILSON","I-SHP","PKUP",3454,307
"R09-06998-1",10/14/09,1472,"Emmanuel Hispanic Pentecostal","WAKE","I-SHP","PKUP",3541,0
"S09-02349-1",10/14/09,593,"West End United Methodist Men","MOORE","I-DEL","BRN",3652,0
"G09-02394-1",10/14/09,1463,"Christ Temple Holiness Church","PITT","I-MFP","MFP",4607,0
"R09-06997-1",10/14/09,1472,"Emmanuel Hispanic Pentecostal","WAKE","I-SHP","PKUP",5093,469.85
"D09-03372-1",10/14/09,838,"Word of Life Christian Center","PERSON","I-SHP","PKUP",6639,464.94
"R09-06987-1",10/14/09,848,"Community Helpers Service","WAKE","I-DLS","FBNC",8003,0
"R09-06938-1",10/14/09,1467,"Christians United Outreach","LEE","I-TEFR","FBNC",8050,0
"R09-06939-1",10/14/09,1467,"Christians United Outreach","LEE","I-TEFR","FBNC",8050,0
"R09-07016-1",10/14/09,1402,"Jackson Grove Bible Church of","SAMPSON","I-DLS","FBNC",8542,0
"R09-07004-1",10/14/09,12,"Catholic Parish Outreach","WAKE","I-SHP","PKUP",8642,885.74
"S09-02341-1",10/15/09,1431,"Jerusalem United Methodist","SCOTLAND","I-SHP","PKUP",24,0
"R09-07047-1",10/15/09,1342,"White Oak Foundation","WAKE","I-SHP","PKUP",28,5.04
"R09-07147-1",10/15/09,1572,"Rocky Mount Church of the","NASH","I-SHP","PKUP",28,24.97
"S09-02368-1",10/15/09,1454,"BP - St. Joseph of the Pines","MOORE","I-SHP","PKUP",63,94.32
"R09-07051-1",10/15/09,1112,"Transplant Recipient","WAKE","I-SHP","PKUP",121,20.98
"R09-07032-1",10/15/09,1473,"Alpha & Omega","HARNETT","I-SHP","PKUP",122,21.96
"S09-02312-1",10/15/09,1378,"Pinetree Community Services","MOORE","I-SHP","PKUP",125,12.6
"D09-03385-1",10/15/09,228,"Salvation Army-Durham","DURHAM","I-SHP","PKUP",136,56.91
"D09-03389-1",10/15/09,494,"Mt. Zion Christian Church","DURHAM","I-SHP","PKUP",149,23.22
"D09-03399-1",10/15/09,356,"Church of God of Prophecy-","DURHAM","I-SHP","PKUP",156,0
"G09-02427-1",10/15/09,113,"Holy Mission Church of God","EDGECOMBE","I-SHP","PKUP",160,23.76
"W09-01542-1",10/15/09,"WL355","Farmers Union Developmental","COLUMBUS","I-SHP","PKUP",174,13.32
"S09-02305-1",10/15/09,1608,"DBR Ministries","LEE","I-SHP","PKUP",179,28.72
"W09-01539-1",10/15/09,"WL228","YWCA of Wilmington","NEWHANOVER","I-SHP","PKUP",191,13.5
"W09-01535-1",10/15/09,"WL119","Salvation Army","NEWHANOVER","I-SHP","PKUP",197,0
"G09-02418-1",10/15/09,1333,"Operation Sunshine, Inc","PITT","I-SHP","PKUP",198,35.64
"D09-03386-1",10/15/09,776,"salvation boys and girls club","DURHAM","I-SHP","PKUP",202,18.36
"D09-03384-1",10/15/09,75,"Inter-Faith Council/","ORANGE","I-SHP","PKUP",206,5.94
"S09-02379-1",10/15/09,1691,"BP - Helping Hands of Hamlet","RICHMOND","I-SHP","PKUP",209,140.8
"G09-02421-1",10/15/09,1605,"Twilight Missionary Baptist","HALIFAX","I-SHP","PKUP",210,37.8
"W09-01537-1",10/15/09,"WL243","St Peter The Fisherman Church","NEWHANOVER","I-SHP","PKUP",217,19.98
"D09-03396-1",10/15/09,795,"Youth Life Learning Center","DURHAM","I-SHP","PKUP",219,29.4
"G09-02424-1",10/15/09,1193,"Community Missions/New","WILSON","I-SHP","PKUP",219,36.76
"W09-01534-1",10/15/09,"WL371","Meals on Wheels","NEWHANOVER","I-SHP","PKUP",224,0
"G09-02417-1",10/15/09,1385,"St. Paul's Episcopal Church","PITT","I-SHP","PKUP",239,0
"D09-03391-1",10/15/09,1455,"BP - Communities in Schools of","DURHAM","I-SHP","PKUP",246,135.1
"G09-02426-1",10/15/09,254,"Zion Chapel Senior Food Serv","PITT","I-SHP","PKUP",249,42.58
"W09-01544-1",10/15/09,"WL420","KC - Community Boys & Girls","BRUNSWICK","I-SHP","PKUP",262,136.59
"R09-07035-1",10/15/09,505,"Church Of God Of Prophecy","WAKE","I-SHP","PKUP",273,27.18
"R09-07024-1",10/15/09,686,"Immanuel Temple SDA church","DURHAM","I-SHP","PKUP",308,34.64
"S09-02392-1",10/15/09,134,"Page United Methodist Church","MOORE","I-SHP","PKUP",320,0
"R09-07036-1",10/15/09,1572,"Rocky Mount Church of the","NASH","I-SHP","PKUP",321,61.96
"R09-07025-1",10/15/09,467,"Christian Fellowship Home-","WAKE","I-SHP","PKUP",330,36.96
"D09-03392-1",10/15/09,212,"Orange Congregations Mission","ORANGE","I-SHP","PKUP",331,49.86
"S09-02350-1",10/15/09,1570,"St. Paul Lutheran- Hamlet","RICHMOND","I-SHP","PKUP",368,7.56
"R09-07055-1",10/15/09,1200,"Raleigh Vineyard Christian","WAKE","I-SHP","PKUP",377,73.89
"D09-03383-1",10/15/09,1382,"Source Force","ORANGE","I-SHP","PKUP",378,60.3
"D09-03388-1",10/15/09,1324,"Freedom House/ Durham Houses","DURHAM","I-SHP","PKUP",413,74.34
"R09-07056-1",10/15/09,1310,"Stanley Chapel FWB Church","WAYNE","I-TEFR","FBNC",427,0
"R09-07027-1",10/15/09,1582,"Glory Cloud & Fire Ministries","FRANKLIN","I-TEFR","PKUP",427,0
"R09-07045-1",10/15/09,1311,"North Haven Church","WAKE","I-SHP","PKUP",454,47.48
"G09-02422-1",10/15/09,1032,"Sandra's Tons of Love","PITT","I-SHP","PKUP",458,58.53
"D09-03387-1",10/15/09,1338,"St. James of Durham","DURHAM","I-SHP","PKUP",479,113.87
"R09-07048-1",10/15/09,604,"Willing Workers Miracle Taber.","EDGECOMBE","I-SHP","PKUP",490,44.64
"R09-07029-1",10/15/09,1603,"The Rising Sun Church of","HARNETT","I-TEFR","PKUP",492,0
"G09-02423-1",10/15/09,1223,"Bibleway Church of God in","LENOIR","I-SHP","PKUP",526,56.52
"D09-03381-1",10/15/09,1246,"Rise and Shine Ministries","DURHAM","I-SHP","PKUP",531,95.58
"W09-01543-1",10/15/09,"WL370","KC - Farmers Union","COLUMBUS","I-SHP","PKUP",587,526.34
"W09-01541-1",10/15/09,"WL378","Community Boys & Girls Club","NEWHANOVER","I-SHP","PKUP",590,65.08
"S09-02273-1",10/15/09,72,"RHA Health Services, Inc. -","MOORE","I-SHP","PKUP",604,54
"G09-02429-1",10/15/09,"DI011","Direct Distr. -- Pitt County","PITT","I-PKUP","PKUP",608,0
"D09-03400-1",10/15/09,165,"Shiloh Baptist Church","VANCE","I-SHP","PKUP",623,66.78
"G09-02415-1",10/15/09,269,"Wilson County Interfaith","WILSON","I-SHP","PKUP",665,86.54
"D09-03393-1",10/15/09,1632,"BP - Rivertown Presbyterian","ORANGE","I-SHP","PKUP",683,457
"R09-07043-1",10/15/09,424,"Bread Basket/Sanford Soup","LEE","I-SHP","PKUP",711,96.48
"R09-07030-1",10/15/09,1508,"Community of Hope Ministries","WAKE","I-SHP","PKUP",722,85.86
"R09-07026-1",10/15/09,1582,"Glory Cloud & Fire Ministries","FRANKLIN","I-SHP","PKUP",781,50.96
"G09-02425-1",10/15/09,254,"Zion Chapel Senior Food Serv","PITT","I-SHP","PKUP",792,222.73
"G09-02416-1",10/15/09,885,"Word of Life International","EDGECOMBE","I-SHP","PKUP",802,183.26
"R09-07037-1",10/15/09,1182,"The Light of Life Ministry","WAKE","I-SHP","PKUP",810,50.94
"R09-07042-1",10/15/09,1104,"Angier Area Food Pantry","HARNETT","I-SHP","PKUP",833,200.32
"S09-02285-1",10/15/09,1345,"Mission Agape","MOORE","I-SHP","PKUP",871,45.9
"S09-02351-1",10/15/09,1469,"Church Community Services","SCOTLAND","I-TEFB","BRN",876,0
"R09-07053-1",10/15/09,1234,"Progressive Teamwork Outreach","WAKE","I-SHP","PKUP",894,3.7
"S09-02458-1",10/15/09,1469,"Church Community Services","SCOTLAND","I-DEL","BRN",906,0
"D09-03395-1",10/15/09,1515,"The River","DURHAM","I-SHP","PKUP",945,97.26
"D09-03394-1",10/15/09,436,"Christian Assembly Emergency","DURHAM","I-SHP","PKUP",974,132.12
"R09-07028-1",10/15/09,1603,"The Rising Sun Church of","HARNETT","I-SHP","PKUP",997,77.4
"R09-07046-1",10/15/09,1567,"New Christian Food Pantry &","WILSON","I-SHP","PKUP",1023,124.02
"R09-07052-1",10/15/09,1343,"Flowing Waters World Outreach","JOHNSTON","I-SHP","PKUP",1088,156.48
"W09-01538-1",10/15/09,"WL297","Upper Room Praise &","NEWHANOVER","I-SHP","PKUP",1093,152.78
"S09-02316-1",10/15/09,1431,"Jerusalem United Methodist","SCOTLAND","I-SHP","PKUP",1241,117.9
"W09-01536-1",10/15/09,"WL289","Wrightsboro United Methodist","NEWHANOVER","I-SHP","PKUP",1257,210.22
"G09-02419-1",10/15/09,1686,"Extended Hands","CRAVEN","I-SHP","PKUP",1296,494.05
"R09-07031-1",10/15/09,602,"Potter's Wheel Ministries","DUPLIN","I-SHP","PKUP",1342,138.09
"G09-02428-1",10/15/09,1291,"Vanceboro Christian Help Cente","CRAVEN","I-SHP","PKUP",1345,124.56
"W09-01545-1",10/15/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-SHP","PKUP",1405,0
"G09-02430-1",10/15/09,1574,"The Way of the Cross Outreach","HALIFAX","I-SHP","PKUP",1412,188.28
